locus_tag	string_id	gene_class	gene_name	annotation
KOIAIB_00744	511145.b0688	core	group_8678	phosphoglucomutase
KOIAIB_04349	511145.b4073	core	nrfD	cytochrome
KOIAIB_01587	511145.b1487	accessory	group_895	ABC
KOIAIB_04049	511145.b3806	core	cyaA	class
KOIAIB_04081	511145.b3839	core	tatC	Sec-independent
KOIAIB_00785	511145.b0727	core	group_8706	2-oxoglutarate
KOIAIB_00995	511145.b0923	core	group_8847	chromosome
KOIAIB_03847	511145.b3616	core	group_2152	L-threonine
KOIAIB_00381	511145.b0349	accessory	mhpC	2-hydroxy-6-ketonona-24-dienedioic
KOIAIB_02729	511145.b2551	core	glyA	serine
KOIAIB_00737	511145.b0682	core	chiQ	Uncharacterized
KOIAIB_01566	511145.b1466	core	narW	nitrate
KOIAIB_01761	511145.b1654	core	grxD	monothiol
KOIAIB_04715	511145.b4401	core	group_4300	two-component
KOIAIB_00271	511145.b4504	accessory	ykfH	Uncharacterized
KOIAIB_00375	511145.b0344	accessory	lacZ	beta-galactosidase
KOIAIB_03873	511145.b3642	core	pyrE	Orotate
KOIAIB_04165	511145.b3908	core	sodA	superoxide
KOIAIB_04352	511145.b4076	core	nrfG	heme
KOIAIB_04465	511145.b4170	core	group_9213	DNA
KOIAIB_00437	511145.b0397	core	group_1572	exonuclease
KOIAIB_00856	511145.b0794	core	group_8773	LPS
KOIAIB_01358	511145.b1273	core	yciN	Protein
KOIAIB_01391	511145.b1302	accessory	puuE	4-aminobutyrate
KOIAIB_01485	511145.b1389	accessory	paaB	12-phenylacetyl-CoA
KOIAIB_02054	511145.b1925	accessory	fliS	flagellar
KOIAIB_04347	511145.b4071	core	nrfA~~~nrfB	ammonia-forming
KOIAIB_02088	511145.b1961	accessory	dcm	DNA-cytosine
KOIAIB_04596	511145.b4295	accessory	yjhU	Uncharacterized
KOIAIB_00042	511145.b0040	core	caiT	L-carnitine/gamma-butyrobetaine
KOIAIB_03124	511145.b2927	core	epd	erythrose-4-phosphate
KOIAIB_03361	511145.b3162	core	group_9082	ATP-dependent
KOIAIB_03735	511145.b3516	core	gadX~~~araC	acid
KOIAIB_04047	511145.b3804	core	hemD	uroporphyrinogen-III
KOIAIB_03772	511145.b3549	core	tag	DNA-3-methyladenine
KOIAIB_00420	511145.b0381	core	ddlA	D-alanine--D-alanine
KOIAIB_00593	511145.b0547	accessory	group_2757	DNA
KOIAIB_00909	511145.b0842	core	mdfA	Multidrug
KOIAIB_02525	511145.b2364	accessory	dsdC	DNA-binding
KOIAIB_01344	511145.b1259	accessory	yciG	General
KOIAIB_01409	511145.b1320	core	ycjW	Uncharacterized
KOIAIB_01641	511145.b1539	core	group_4205	bifunctional
KOIAIB_01147	511145.b1071	core	group_4134	flagellar
KOIAIB_01180	511145.b1104	core	ycfL	Lipoprotein;Uncharacterized
KOIAIB_00697	511145.b0641	core	lptE	LPS
KOIAIB_00771	511145.b0714	core	nei	endonuclease
KOIAIB_00982	511145.b0910	core	group_8839	(d)CMP
KOIAIB_04136	511145.b3884	accessory	csqR	HTH-type
KOIAIB_04404	511145.b4114	core	eptA	phosphoethanolamine
KOIAIB_00157	511145.b0147	core	thpR	RNA
KOIAIB_00334	511145.b0306	core	ykgE	Uncharacterized
KOIAIB_00650	511145.b0595	core	entB	enterobactin
KOIAIB_01036	511145.b0963	core	mgsA	hypothetical
KOIAIB_03885	511145.b3653	core	gltS	sodium/glutamate
KOIAIB_04063	511145.b3821	core	pldA	phospholipase
KOIAIB_02723	511145.b2545	core	yphC	Putative
KOIAIB_01071	511145.b0997	core	torA	Trimethylamine-N-oxide
KOIAIB_00481	511145.b0440	core	hupB	nucleoid-associated
KOIAIB_00552	511145.b0506	core	allR	HTH-type
KOIAIB_01142	511145.b1066	core	rimJ	ribosomal
KOIAIB_01507	511145.b1410	core	ynbC	Uncharacterized
KOIAIB_03317	511145.b3116	core	group_9059	threonine/serine
KOIAIB_04528	511145.b4231	core	yjfF	galactofuranose
KOIAIB_04660	511145.b4354	accessory	btsT	Putative
KOIAIB_00702	511145.b0646	accessory	group_2646	hypothetical
KOIAIB_02020	511145.b1892	core	flhD	flagellar
KOIAIB_04221	511145.b3961	core	group_9189	DNA-binding
KOIAIB_00151	511145.b0141	accessory	yadN	Fimbrial
KOIAIB_00365	511145.b0335	accessory	prpE	propionate--CoA
KOIAIB_01633	511145.b1533	core	eamA	O-acetylserine/cysteine
KOIAIB_01869	511145.b1752	core	ydjZ	TVP38/TMEM64
KOIAIB_03009	511145.b2821	core	ptrA	pitrilysin
KOIAIB_00092	511145.b0086	core	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine
KOIAIB_02809	511145.b2622	accessory	fimB~~~intA	CP4-57-type
KOIAIB_04004	511145.b4480	core	group_9169	HTH-type
KOIAIB_02700	511145.b2524	core	iscX	Fe-S
KOIAIB_02674	511145.b2502	core	ppx	exopolyphosphatase
KOIAIB_01195	511145.b1119	core	nagK	N-acetyl-D-glucosamine
KOIAIB_01135	511145.b1059	core	solA	N-methyl-L-tryptophan
KOIAIB_00090	511145.b0084	core	ftsI	peptidoglycan
KOIAIB_02309	511145.b2164	core	psuT	Putative
KOIAIB_00119	511145.b0110	core	ampD	16-anhydro-N-acetylmuramyl-L-alanine
KOIAIB_00439	511145.b0399	core	phoB	phosphate
KOIAIB_00709	511145.b0653	core	gltK	glutamate/aspartate
KOIAIB_00893	511145.b0826	core	moeB	molybdopterin-synthase
KOIAIB_02893	511145.b2710	core	group_2656	anaerobic
KOIAIB_01562	511145.b1462	core	yddH	Uncharacterized
KOIAIB_00828	511145.b0768	accessory	lysR~~~ybhD	LysR
KOIAIB_03981	511145.b3740	core	rsmG	RsmG
KOIAIB_00683	511145.b0627	core	tatE	deaminated
KOIAIB_04276	511145.b4012	core	yjaB	acetyltransferase
KOIAIB_04492	511145.b4197	core	ulaE	L-ribulose-5-phosphate
KOIAIB_00041	511145.b0039	core	caiA	crotonobetainyl-CoA
KOIAIB_02055	511145.b1926	accessory	fliT	flagella
KOIAIB_02268	511145.b2125	core	btsR	two-component
KOIAIB_02440	511145.b2280	core	nuoJ	NADH-quinone
KOIAIB_02504	511145.b2343	core	yfcZ	UPF0381
KOIAIB_02641	511145.b4547	core	ypfN	UPF0370
KOIAIB_03386	511145.b3184	core	group_9101	Uncharacterized
KOIAIB_03756	511145.b3537	core	group_7395	cellulose
KOIAIB_03858	511145.b3627	accessory	group_3367	lipopolysaccharide
KOIAIB_03529	511145.b3321	core	rpsJ	30S
KOIAIB_02393	511145.b2235	core	nrdB	class
KOIAIB_00748	511145.b0693	accessory	speF	ornithine
KOIAIB_03001	511145.b2813	core	mltA	murein
KOIAIB_00763	511145.b0707	core	group_2811	Uncharacterized
KOIAIB_01149	511145.b1073	core	group_329	flagellar
KOIAIB_01182	511145.b1106	core	thiK	thiamine
KOIAIB_01813	511145.b1700	core	ydiT	Ferredoxin-like
KOIAIB_02881	511145.b2698	core	recX	recombination
KOIAIB_03187	511145.b2990	core	group_8988	hydrogenase
KOIAIB_03500	511145.b3292	core	zntR	Zn(2+)-responsive
KOIAIB_03628	511145.b4475	core	rtcA	RNA
KOIAIB_03980	511145.b3739	core	atpI	F0F1
KOIAIB_04135	511145.b3883	accessory	yihV	sulfofructose
KOIAIB_04206	511145.b3946	core	group_1381	fructose-6-phosphate
KOIAIB_04214	511145.b3955	core	ibeC	Sulfatase
KOIAIB_02652	511145.b2480	core	bcp	thioredoxin-dependent
KOIAIB_03385	511145.b3183	core	group_9100	Obg
KOIAIB_04417	511145.b4127	core	yjdJ	Uncharacterized
KOIAIB_00958	511145.b0887	core	group_8829	heme
KOIAIB_01357	511145.b1272	core	sohB	protease
KOIAIB_02406	511145.b2247	accessory	rhmD	L-rhamnonate
KOIAIB_03025	511145.b2836	core	aas	AMP-binding
KOIAIB_01689	511145.b1584	core	speG	spermidine
KOIAIB_02300	511145.b2155	core	cirA	catecholate
KOIAIB_02819	511145.b2633	accessory	yafZ	DUF932
KOIAIB_02931	511145.b2747	core	ispD	2-C-methyl-D-erythritol
KOIAIB_01034	511145.b0961	core	group_8868	YccF
KOIAIB_01101	511145.b1024	accessory	pgaA	poly-beta-16
KOIAIB_01646	511145.b1544	accessory	group_8949	cold
KOIAIB_04225	511145.b3965	core	group_9193	tRNA
KOIAIB_01577	511145.b1477	core	yddM	HigA
KOIAIB_04075	511145.b3833	core	ubiE	bifunctional
KOIAIB_02901	511145.b2718	core	hycH	formate
KOIAIB_03174	511145.b4468	core	glcE	glycolate
KOIAIB_00240	511145.b0222	core	lpcA	D-sedoheptulose
KOIAIB_02188	511145.b2053	accessory	group_1717	GDP-mannose
KOIAIB_01469	511145.b1375	accessory	ydfK	cold
KOIAIB_01600	511145.b1499	core	ydeO	acid
KOIAIB_02042	511145.b1914	core	uvrY	UvrY/SirA/GacA
KOIAIB_03592	511145.b3383	core	yhfZ	GntR
KOIAIB_03795	511145.b3568	core	xylH	xylose
KOIAIB_03812	511145.b3583	core	group_1715	L-ribulose-5-phosphate
KOIAIB_04089	511145.b3846	core	group_2262	fatty
KOIAIB_02467	511145.b2306	core	hisP	histidine
KOIAIB_02705	511145.b2529	core	iscU	Iron-sulfur
KOIAIB_03570	511145.b3360	core	pabA	aminodeoxychorismate
KOIAIB_03838	511145.b3607	core	group_5229	serine
KOIAIB_03970	511145.b3730	core	group_9168	bifunctional
KOIAIB_01556	511145.b1455	accessory	yncH	YncH
KOIAIB_01620	511145.b1520	core	yneE	Voltage-dependent
KOIAIB_01920	511145.b1803	accessory	yeaX	carnitine
KOIAIB_00456	511145.b0416	core	nusB	transcription
KOIAIB_00561	511145.b0515	core	allE	(S)-ureidoglycine
KOIAIB_00739	511145.b4637	core	uof	Fur
KOIAIB_01183	511145.b1107	core	nagZ	beta-N-acetylhexosaminidase
KOIAIB_03478	511145.b3271	core	yhdZ	Uncharacterized
KOIAIB_01731	511145.b1625	core	ydgT	transcription
KOIAIB_01763	511145.b1656	core	sodB	superoxide
KOIAIB_00482	511145.b0441	core	ppiD	peptidylprolyl
KOIAIB_04614	511145.b4311	core	nanC	N-acetylneuraminic
KOIAIB_00239	511145.b0221	core	fadE	acyl-CoA
KOIAIB_00158	511145.b0148	core	group_1068	ATP-dependent
KOIAIB_04376	511145.b4094	core	phnN	ribose
KOIAIB_04416	511145.b4126	core	yjdI	Divergent
KOIAIB_04484	511145.b4189	core	group_9229	biofilm
KOIAIB_04701	511145.b4389	core	radA	DNA
KOIAIB_02404	511145.b2245	core	yfaU	2-keto-3-deoxy-L-rhamnonate
KOIAIB_02637	511145.b2470	core	acrD	multidrug
KOIAIB_03127	511145.b2930	core	group_1218	fructose-bisphosphatase;class
KOIAIB_03468	511145.b3263	core	group_9154	Inner
KOIAIB_04678	511145.b4371	core	group_9248	16S
KOIAIB_00695	511145.b0639	core	nadD	nicotinate-nucleotide
KOIAIB_00980	511145.b0908	core	aroA	3-phosphoshikimate
KOIAIB_00117	511145.b0108	core	ppdD	prepilin-type
KOIAIB_01397	511145.b1308	core	pspE	Phage
KOIAIB_02997	511145.b2810	core	csdA	cysteine
KOIAIB_03587	511145.b3378	core	yhfU	phosphopentomutase;Uncharacterized
KOIAIB_03684	511145.b3474	core	yhhT	Putative
KOIAIB_03855	511145.b3624	accessory	waaZ	3-deoxy-D-manno-oct-2-ulosonate
KOIAIB_04554	511145.b4258	core	valS	valine--tRNA
KOIAIB_04624	511145.b4321	accessory	gntP	SLC13
KOIAIB_00072	511145.b0068	core	thiB	thiamine
KOIAIB_00396	511145.b0357	core	frmR	formaldehyde-responsive
KOIAIB_00461	511145.b0421	core	ispA	(2E6E)-farnesyl
KOIAIB_01712	511145.b1606	core	folM	dihydromonapterin
KOIAIB_00870	511145.b0805	core	fiu	catecholate
KOIAIB_00907	511145.b0840	core	deoR	DNA-binding
KOIAIB_03046	511145.b2853	accessory	ygeI	YgeI
KOIAIB_03819	511145.b3589	core	yiaY	L-threonine
KOIAIB_00056	511145.b0054	core	lptD	LPS
KOIAIB_00833	511145.b0772	core	ybhC	putative
KOIAIB_02323	511145.b2177	core	yejA	Uncharacterized
KOIAIB_03242	511145.b3047	accessory	yqiH	Uncharacterized
KOIAIB_01377	511145.b1287	core	group_8167	Uncharacterized
KOIAIB_01772	511145.b1663	core	mdtK	multidrug
KOIAIB_02321	511145.b2175	core	mepS	bifunctional
KOIAIB_03259	511145.b3059	core	group_9032	glycerol-3-phosphate
KOIAIB_03428	511145.b3224	core	nanT	Sialic
KOIAIB_03383	511145.b3181	core	group_9098	transcription
KOIAIB_03491	511145.b3283	core	yrdD	Uncharacterized
KOIAIB_03959	511145.b3720	accessory	bglH	Putative
KOIAIB_02368	511145.b2215	core	ompC	porin
KOIAIB_04542	511145.b4243	core	yjgF	2-iminobutanoate/2-iminopropanoate
KOIAIB_04576	511145.b4279	accessory	nanX	MFS
KOIAIB_04507	511145.b4212	core	hxlR~~~ytfH	HTH
KOIAIB_04610	511145.b4566	accessory	yjhX	UPF0386
KOIAIB_02766	511145.b2582	core	trxC	thioredoxin
KOIAIB_01943	511145.b4536	core	yobH	Uncharacterized
KOIAIB_02047	511145.b1919	accessory	dcyD	D-cysteine
KOIAIB_03299	511145.b3096	core	group_9051	EnvZ/OmpR
KOIAIB_03433	511145.b3229	core	group_9130	stringent
KOIAIB_04710	511145.b4396	core	robA	Right
KOIAIB_00265	511145.b0242	core	proB	Glutamate
KOIAIB_01295	511145.b4421	accessory	ldrB	Type
KOIAIB_04363	511145.b4082	core	mdtN	multidrug
KOIAIB_03861	511145.b3630	core	rfaP	lipopolysaccharide
KOIAIB_00207	511145.b0192	core	nlpE	envelope
KOIAIB_02685	511145.b2512	core	bamB	outer
KOIAIB_03005	511145.b2817	core	amiC	N-acetylmuramoyl-L-alanine
KOIAIB_02347	511145.b2202	core	napC	cytochrome
KOIAIB_01379	511145.b1290	core	sapF	peptide
KOIAIB_00206	511145.b0191	core	arfB	alternative
KOIAIB_00316	511145.b0287	accessory	yagU	Inner
KOIAIB_03524	511145.b3316	core	rpsS	30S
KOIAIB_00801	511145.b0741	core	pal	peptidoglycan-associated
KOIAIB_00944	511145.b0874	core	lysO	L-lysine
KOIAIB_01280	511145.b1203	core	ychF	Redox-regulated
KOIAIB_02172	511145.b2038	accessory	group_4926	dTDP-4-dehydrorhamnose
KOIAIB_01199	511145.b1123	core	potD	spermidine/putrescine
KOIAIB_00160	511145.b0150	accessory	group_1745	Ferrichrome
KOIAIB_01705	511145.b1599	core	mdtI	multidrug/spermidine
KOIAIB_01807	511145.b1695	core	ydiO	acyl-CoA
KOIAIB_04519	511145.b4221	core	tamB	Translocation
KOIAIB_01770	511145.b1661	core	cfa	cyclopropane
KOIAIB_04656	511145.b4350	accessory	symE~~~hsdR	endoribonuclease
KOIAIB_03682	511145.b3472	core	dcrB	phage
KOIAIB_03821	511145.b3591	core	selA	L-seryl-tRNA(Sec)
KOIAIB_00418	511145.b0379	core	yaiY	Inner
KOIAIB_02911	511145.b2728	core	hypC	hydrogenase
KOIAIB_03119	511145.b2923	core	argO	arginine
KOIAIB_03357	511145.b3158	core	group_9078	Ubiquinone
KOIAIB_03764	511145.b3543	core	dppB	dipeptide
KOIAIB_02471	511145.b2310	core	argT	Lysine-arginine-ornithine-binding
KOIAIB_03286	511145.b3084	core	group_9042	23S
KOIAIB_02153	511145.b2020	core	hisD	Histidinol
KOIAIB_03775	511145.b3552	core	yiaD	OmpA
KOIAIB_03809	511145.b3580	accessory	lyxK	L-xylulokinase
KOIAIB_00903	511145.b0836	core	group_8809	biofilm
KOIAIB_00114	511145.b0104	core	guaC	GMP
KOIAIB_00500	511145.b0459	core	maa	Acetyltransferase;maltose
KOIAIB_00745	511145.b0689	accessory	ybfP	Uncharacterized
KOIAIB_02849	511145.b2668	core	ygaP	thiosulfate
KOIAIB_03023	511145.b2834	core	tas	NADP(H)-dependent
KOIAIB_04636	511145.b4331	core	kptA	RNA
KOIAIB_00051	511145.b0049	core	apaH	bis(5'-nucleosyl)-tetraphosphatase
KOIAIB_02239	511145.b2098	core	yegT	Putative
KOIAIB_02240	511145.b2099	core	yegU	ADP-ribosylglycohydrolase
KOIAIB_04204	511145.b3944	core	yiijF~~~yijF	DUF1287
KOIAIB_00714	511145.b0657	core	lnt	apolipoprotein
KOIAIB_02386	511145.b2230	core	yfaA	Putative
KOIAIB_03112	511145.b2916	core	argP	DNA-binding
KOIAIB_03285	511145.b3083	accessory	group_6406	type
KOIAIB_03350	511145.b3151	core	yraQ	UPF0718
KOIAIB_01014	511145.b0941	accessory	elfG	Fimbrial
KOIAIB_02494	511145.b2333	accessory	fimA~~~yfcP	Fimbrial
KOIAIB_02462	511145.b2301	core	yfcF	glutathione
KOIAIB_02598	511145.b2432	core	yfeY	RpoE-regulated
KOIAIB_04454	511145.b4160	core	group_9208	archaetidylserine
KOIAIB_00354	511145.b0325	accessory	yahK	NADPH-dependent
KOIAIB_00848	511145.b0786	core	ybhL	Inner
KOIAIB_01350	511145.b1265	accessory	trpL	trp
KOIAIB_01383	511145.b1294	core	sapA	ABC
KOIAIB_01947	511145.b1830	core	prc	carboxy
KOIAIB_02431	511145.b2271	accessory	yfbL	Uncharacterized
KOIAIB_02666	511145.b2494	core	bepA	beta-barrel
KOIAIB_03018	511145.b2830	core	rppH	RNA
KOIAIB_02465	511145.b2304	core	yfcH	Epimerase
KOIAIB_00212	511145.b0196	core	group_5791	Rcs
KOIAIB_00322	511145.b0293	accessory	ecpA	Fimbrillin;Common
KOIAIB_00357	511145.b0329	accessory	yahO	DUF1471
KOIAIB_02531	511145.b2369	core	evgA	acid-sensing
KOIAIB_02635	511145.b2468	core	aegA	formate-dependent
KOIAIB_02424	511145.b2264	core	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid
KOIAIB_00127	511145.b0117	core	yacH	Uncharacterized
KOIAIB_01205	511145.b1129	core	group_8894	two-component
KOIAIB_04563	511145.b4266	accessory	idnO	gluconate
KOIAIB_00007	511145.b0006	core	yaaA	peroxide
KOIAIB_02329	511145.b2183	core	rsuA	16S
KOIAIB_00434	511145.b0394	core	mak	fructokinase
KOIAIB_03829	511145.b3599	core	mtlA	PTS
KOIAIB_02430	511145.b2270	accessory	yfbK	VWFA
KOIAIB_04512	511145.b4216	core	ytfJ	Uncharacterized
KOIAIB_00027	511145.b0026	core	ileS	isoleucine--tRNA
KOIAIB_01946	511145.b1829	core	htpX	M48B
KOIAIB_02612	511145.b2446	accessory	yffO	Uncharacterized
KOIAIB_02994	511145.b2808	core	gcvA	glycine
KOIAIB_02171	511145.b2037	accessory	group_1239	O16
KOIAIB_02477	511145.b2316	core	accD	acetyl-CoA
KOIAIB_01186	511145.b1110	core	ycfJ	Uncharacterized
KOIAIB_01320	511145.b1238	core	tdk	thymidine
KOIAIB_01616	511145.b1516	accessory	lsrB	autoinducer
KOIAIB_01817	511145.b1704	core	aroH	3-deoxy-7-phosphoheptulonate
KOIAIB_02192	511145.b2057	accessory	wcaC	Putative
KOIAIB_03159	511145.b2965	core	speC	ornithine
KOIAIB_03938	511145.b3701	core	dnaN	DNA
KOIAIB_04279	511145.b4015	core	group_9198	isocitrate
KOIAIB_00079	511145.b0073	core	group_1460	3-isopropylmalate
KOIAIB_04641	511145.b4335	core	yjiM	double-cubane-cluster-containing
KOIAIB_03411	511145.b3209	accessory	group_9121	isoprenoid
KOIAIB_03551	511145.b3343	core	tusB	sulfurtransferase
KOIAIB_03680	511145.b3470	core	tusA	sulfurtransferase
KOIAIB_03713	511145.b3500	core	gorA	glutathione-disulfide
KOIAIB_02624	511145.b2457	core	eutM	ethanolamine
KOIAIB_01909	511145.b1793	core	yoaF	DUF333
KOIAIB_02079	511145.b1952	accessory	group_8964	protein
KOIAIB_02152	511145.b2019	core	hisG	ATP
KOIAIB_00004	511145.b0003	core	thrB	homoserine
KOIAIB_03676	511145.b3466	core	yhhL	DUF1145
KOIAIB_03709	511145.b3496	core	dtpB	dipeptide/tripeptide
KOIAIB_00933	511145.b0863	core	group_8818	arginine
KOIAIB_00054	511145.b0052	core	pdxA	4-hydroxythreonine-4-phosphate
KOIAIB_01237	511145.b1161	accessory	ycgX	Uncharacterized
KOIAIB_04686	511145.b4378	core	yjjV	metal-dependent
KOIAIB_00279	511145.b0254	accessory	perR	HTH-type
KOIAIB_00320	511145.b0291	accessory	ecpC	Pilus
KOIAIB_01018	511145.b0945	core	group_8856	quinone-dependent
KOIAIB_03588	511145.b3379	core	php	phosphotriesterase-related
KOIAIB_01973	511145.b1852	core	zwf	glucose-6-phosphate
KOIAIB_03353	511145.b3154	core	yhbP	YhbP
KOIAIB_02732	511145.b2554	core	qseF	two-component
KOIAIB_03015	511145.b2827	core	thyA	hypothetical
KOIAIB_02903	511145.b2720	core	hycF	Formate
KOIAIB_03888	511145.b3656	core	yicI	alpha-xylosidase
KOIAIB_03664	511145.b3454	core	livF	high-affinity
KOIAIB_03933	511145.b3697	core	yidA	sugar-phosphatase
KOIAIB_04122	511145.b3871	core	typA	ribosome-dependent
KOIAIB_01074	511145.b0999	core	group_8884	chaperone
KOIAIB_01108	511145.b1033	accessory	ghrA	glyoxylate/hydroxypyruvate
KOIAIB_01012	511145.b0939	accessory	elfD	putative
KOIAIB_02493	511145.b2332	accessory	yfcO	DUF2544
KOIAIB_01997	511145.b1872	core	torZ	Trimethylamine-N-oxide
KOIAIB_00810	511145.b0750	core	nadA	quinolinate
KOIAIB_00632	511145.b0581	core	ybdK	YbdK
KOIAIB_04415	511145.b4125	core	dcuS	Two-component
KOIAIB_03153	511145.b2959	core	yggL	Uncharacterized
KOIAIB_02654	511145.b2482	accessory	hyfB	hydrogenase
KOIAIB_01542	511145.b1441	core	ydcT	Uncharacterized
KOIAIB_03354	511145.b3155	core	yhbQ	DNA
KOIAIB_03390	511145.b3188	core	sfsB	DNA-binding
KOIAIB_02622	511145.b2455	core	eutE	Acetaldehyde
KOIAIB_04552	511145.b4256	core	yjgM	GNAT
KOIAIB_04650	511145.b4345	accessory	group_2038	5-methylcytosine-specific
KOIAIB_00847	511145.b0785	core	moaE	molybdopterin
KOIAIB_04104	511145.b3860	core	dsbA	thiol:disulfide
KOIAIB_02673	511145.b2501	core	ppk1	polyphosphate
KOIAIB_00576	511145.b0530	accessory	group_5015	type
KOIAIB_00645	511145.b0590	core	fepD	iron
KOIAIB_00926	511145.b0858	core	group_8815	Inner
KOIAIB_01330	511145.b1245	core	oppC	oligopeptide
KOIAIB_03278	511145.b3078	core	group_9039	Inner
KOIAIB_03414	511145.b3211	accessory	group_9123	TIGR01212
KOIAIB_02620	511145.b2453	core	group_9327	ethanolamine
KOIAIB_02588	511145.b2422	core	cysA	sulfate/thiosulfate
KOIAIB_04302	511145.b4034	core	malE	maltose/maltodextrin
KOIAIB_04626	511145.b4323	core	uxuB	fructuronate
KOIAIB_04233	511145.b3972	core	murB	UDP-N-acetylmuramate
KOIAIB_01618	511145.b1518	accessory	lsrG	(4S)-4-hydroxy-5-phosphonooxypentane-23-dione
KOIAIB_01749	511145.b1642	core	slyA	transcriptional
KOIAIB_01886	511145.b1769	accessory	group_1757	hypothetical
KOIAIB_01877	511145.b1760	core	ynjH	Uncharacterized
KOIAIB_04466	511145.b4171	core	group_9214	tRNA
KOIAIB_00047	511145.b0045	core	yaaU	Transporter;Putative
KOIAIB_03271	511145.b3071	core	yqjI~~~nfeR	Uncharacterized
KOIAIB_00906	511145.b0839	core	group_8811	serine-type
KOIAIB_01239	511145.b1163	core	bluF	blue
KOIAIB_00875	511145.b0810	core	glnP	glutamine
KOIAIB_03862	511145.b3631	core	rfaG~~~waaG	lipopolysaccharide
KOIAIB_04423	511145.b4132	core	cadB	Arginine/agmatine
KOIAIB_04364	511145.b4622	core	ytcA	Uncharacterized
KOIAIB_04437	511145.b4145	core	yjeJ	Protein;Uncharacterized
KOIAIB_04607	511145.b4305	accessory	sgcX	Putative
KOIAIB_01398	511145.b1309	core	ycjM	Glucosylglycerate
KOIAIB_02545	511145.b2382	core	araC~~~ypdC	AraC
KOIAIB_04178	511145.b3919	core	tpiA	triose-phosphate
KOIAIB_03754	511145.b3535	core	bcsR	cellulose
KOIAIB_03791	511145.b3564	core	group_2021	xylulokinase
KOIAIB_02390	511145.b2234	core	nrdA	class
KOIAIB_03593	511145.b3384	core	trpS	tryptophan--tRNA
KOIAIB_01512	511145.b1415	core	aldA	aldehyde
KOIAIB_04188	511145.b3929	core	rraA	ribonuclease
KOIAIB_04456	511145.b4162	core	group_9210	oligoribonuclease
KOIAIB_00535	511145.b0488	core	ybbJ	Inner
KOIAIB_00952	511145.b0881	core	group_8825	ATP-dependent
KOIAIB_01052	511145.b0979	core	group_8876	cytochrome
KOIAIB_01552	511145.b1451	core	pqqU	TonB-dependent
KOIAIB_00934	511145.b0864	core	group_8819	arginine
KOIAIB_02068	511145.b1941	accessory	group_8959	flagellar
KOIAIB_03102	511145.b2908	core	pepP	Xaa-Pro
KOIAIB_04544	511145.b4245	core	pyrB	aspartate
KOIAIB_00128	511145.b0118	core	group_8520	bifunctional
KOIAIB_02728	511145.b2550	core	yphH	Uncharacterized
KOIAIB_00570	511145.b0524	core	lpxH	UDP-23-diacylglucosamine
KOIAIB_00777	511145.b0720	core	gltA	citrate
KOIAIB_03877	511145.b3645	core	dinD	DNA
KOIAIB_00333	511145.b0305	core	rclR	DNA-binding
KOIAIB_03128	511145.b4465	core	yggP	Uncharacterized
KOIAIB_03670	511145.b3460	core	livJ	branched
KOIAIB_04359	511145.b4078	core	yjcO	Sel1
KOIAIB_02538	511145.b2376	core	ypdI	Lipoprotein;Uncharacterized
KOIAIB_00125	511145.b0115	core	aceF	pyruvate
KOIAIB_01333	511145.b1248	core	cls	cardiolipin
KOIAIB_04326	511145.b4054	core	tyrB	aromatic
KOIAIB_01300	511145.b1217	core	group_8939	putative
KOIAIB_01334	511145.b1249	core	clsA	cardiolipin
KOIAIB_03372	511145.b3170	core	rimP	ribosome
KOIAIB_03613	511145.b3404	core	envZ	two-component
KOIAIB_02758	511145.b2575	core	trmN	tRNA(1)(Val)
KOIAIB_02967	511145.b2782	accessory	mazF	endoribonuclease
KOIAIB_02948	511145.b2763	core	cysI	assimilatory
KOIAIB_03462	511145.b3257	core	yhdT	Uncharacterized
KOIAIB_03534	511145.b3326	accessory	gspE	type
KOIAIB_03834	511145.b3603	core	lldP	L-lactate
KOIAIB_03699	511145.b3488	accessory	yhiJ	Uncharacterized
KOIAIB_04085	511145.b3844	core	fre	NAD(P)H-flavin
KOIAIB_04353	511145.b4077	core	gltP	glutamate/aspartate:proton
KOIAIB_04666	511145.b4360	core	yjjA	Uncharacterized
KOIAIB_04706	511145.b4392	core	sltY	murein
KOIAIB_00782	511145.b0724	core	group_8703	succinate
KOIAIB_03403	511145.b3201	core	group_9114	LPS
KOIAIB_03607	511145.b3398	core	yrfF	intracellular
KOIAIB_04634	511145.b4329	core	yjiG	Inner
KOIAIB_03142	511145.b2949	core	ruvX	Holliday
